label,path
159,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/190118.wav
26,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/415483.wav
194,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/354848.wav
144,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/220663.wav
58,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/236015.wav
33,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/51718.wav
179,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/332501.wav
41,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/250390.wav
18,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/247834.wav
185,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/94322.wav
149,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/187470.wav
117,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/154628.wav
170,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/105301.wav
57,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/234602.wav
35,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/330316.wav
92,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/337479.wav
72,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/253841.wav
104,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/119728.wav
22,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/147132.wav
21,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/101167.wav
61,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/370732.wav
14,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/274226.wav
160,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/100279.wav
122,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/317971.wav
20,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/195712.wav
58,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/326212.wav
5,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/107270.wav
91,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/128293.wav
52,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/244483.wav
198,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/138080.wav
120,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/158774.wav
7,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/90622.wav
77,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/53669.wav
168,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/134862.wav
58,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/84657.wav
31,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/50360.wav
80,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/19006.wav
58,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/399184.wav
194,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/372643.wav
18,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/153621.wav
20,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/432996.wav
196,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/335508.wav
153,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/217965.wav
91,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/165393.wav
58,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/181767.wav
34,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/85549.wav
30,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/18318.wav
78,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/349825.wav
92,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/91514.wav
163,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/169581.wav
155,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/146562.wav
3,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/367500.wav
7,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/81707.wav
170,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/158984.wav
111,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/116355.wav
6,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/70098.wav
170,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/48507.wav
144,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/315828.wav
97,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/271410.wav
96,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/373575.wav
1,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/251918.wav
196,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/186020.wav
21,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/189313.wav
143,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/239468.wav
190,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/221541.wav
186,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/186746.wav
24,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/434471.wav
194,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/354874.wav
162,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/58072.wav
94,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/414979.wav
141,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/237323.wav
18,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/269539.wav
24,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/409096.wav
40,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/379058.wav
47,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/140675.wav
50,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/336997.wav
108,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/233145.wav
154,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/146204.wav
72,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/110042.wav
18,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/383692.wav
10,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/111348.wav
159,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/429352.wav
97,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/138902.wav
40,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/223342.wav
55,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/336983.wav
47,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/140661.wav
107,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/320139.wav
163,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/127822.wav
150,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/213281.wav
108,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/233151.wav
49,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/96509.wav
5,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/377061.wav
18,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/383686.wav
160,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/104023.wav
6,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/236029.wav
19,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/85213.wav
19,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/373207.wav
45,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/114230.wav
65,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/70932.wav
105,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/211496.wav
125,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/28581.wav
194,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/354860.wav
162,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/58066.wav
18,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/247808.wav
20,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/333623.wav
26,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/237337.wav
157,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/353869.wav
97,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/271404.wav
96,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/373561.wav
82,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/322048.wav
51,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/18324.wav
157,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/113239.wav
168,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/273213.wav
10,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/377707.wav
185,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/427419.wav
120,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/1736.wav
165,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/55224.wav
198,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/97171.wav
117,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/184623.wav
51,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/327130.wav
106,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/418831.wav
139,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/167553.wav
194,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/242025.wav
143,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/32254.wav
20,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/252236.wav
27,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/64012.wav
194,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/359411.wav
5,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/274597.wav
16,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/212612.wav
96,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/53866.wav
166,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/79725.wav
39,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/390611.wav
131,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/95955.wav
133,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/84680.wav
35,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/405135.wav
110,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/249170.wav
91,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/362487.wav
180,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/77708.wav
194,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/372694.wav
96,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/415440.wav
116,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/389426.wav
3,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/271389.wav
184,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/27881.wav
80,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/36754.wav
194,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/354653.wav
91,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/216312.wav
169,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/364790.wav
186,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/79043.wav
22,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/165422.wav
13,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/62305.wav
97,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/138731.wav
22,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/205408.wav
106,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/244332.wav
168,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/90193.wav
68,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/64774.wav
194,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/359377.wav
154,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/341538.wav
22,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/22721.wav
107,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/263955.wav
13,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/80380.wav
24,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/151793.wav
166,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/88910.wav
69,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/384116.wav
19,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/350421.wav
18,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/383679.wav
162,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/14287.wav
69,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/340632.wav
198,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/119933.wav
68,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/64760.wav
69,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/349170.wav
96,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/415454.wav
1,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/58099.wav
32,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/92948.wav
57,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/389432.wav
52,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/405647.wav
169,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/39473.wav
148,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/399621.wav
155,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/143397.wav
20,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/27895.wav
63,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/413025.wav
107,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/79057.wav
74,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/95799.wav
179,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/240626.wav
112,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/261830.wav
5,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/31991.wav
18,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/372858.wav
91,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/396274.wav
194,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/372680.wav
139,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/167547.wav
170,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/74215.wav
194,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/356736.wav
148,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/252222.wav
55,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/406428.wav
27,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/64006.wav
180,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/357428.wav
11,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/202415.wav
104,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/138043.wav
93,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/388062.wav
155,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/84864.wav
38,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/28230.wav
196,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/398271.wav
18,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/153812.wav
76,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/236798.wav
192,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/162417.wav
35,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/51095.wav
194,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/355217.wav
71,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/67527.wav
40,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/218465.wav
173,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/325928.wav
165,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/320688.wav
36,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/179989.wav
107,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/116396.wav
18,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/242019.wav
167,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/406400.wav
146,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/147867.wav
194,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/358733.wav
91,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/410262.wav
110,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/426908.wav
91,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/319009.wav
27,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/418158.wav
18,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/383651.wav
13,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/253672.wav
68,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/64748.wav
18,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/356078.wav
92,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/337492.wav
108,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/233186.wav
32,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/92960.wav
40,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/29648.wav
1,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/251065.wav
168,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/364974.wav
177,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/112696.wav
1,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/18495.wav
18,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/247607.wav
55,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/29890.wav
51,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/220844.wav
96,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/415468.wav
67,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/199869.wav
17,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/268828.wav
17,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/186949.wav
4,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/217024.wav
40,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/67255.wav
62,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/218317.wav
24,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/21200.wav
1,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/18481.wav
136,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/398503.wav
55,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/29884.wav
198,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/393456.wav
97,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/138719.wav
108,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/166103.wav
18,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/358041.wav
122,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/23417.wav
101,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/12812.wav
180,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/357372.wav
18,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/383645.wav
114,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/22709.wav
168,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/117922.wav
23,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/170761.wav
92,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/337486.wav
30,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/428931.wav
111,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/116382.wav
125,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/148598.wav
137,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/346519.wav
192,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/409727.wav
72,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/65324.wav
194,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/358727.wav
48,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/52588.wav
39,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/253100.wav
180,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/357414.wav
173,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/321582.wav
141,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/258055.wav
38,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/28224.wav
170,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/37304.wav
18,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/153806.wav
78,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/104786.wav
91,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/162403.wav
110,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/249158.wav
194,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/355203.wav
190,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/269288.wav
40,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/218471.wav
14,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/323395.wav
51,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/208662.wav
155,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/143142.wav
69,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/362120.wav
187,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/251298.wav
69,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/387812.wav
121,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/405492.wav
57,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/71806.wav
18,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/372333.wav
196,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/173081.wav
70,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/79282.wav
110,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/93883.wav
198,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/132963.wav
40,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/423333.wav
77,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/322504.wav
120,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/239130.wav
155,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/92545.wav
102,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/18668.wav
194,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/354492.wav
6,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/236203.wav
156,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/181217.wav
5,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/326762.wav
39,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/150880.wav
34,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/339642.wav
40,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/336571.wav
134,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/273987.wav
169,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/369075.wav
5,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/242582.wav
18,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/356285.wav
86,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/348905.wav
194,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/119258.wav
58,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/336217.wav
150,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/175396.wav
68,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/11894.wav
8,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/239656.wav
74,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/236565.wav
10,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/433646.wav
69,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/343688.wav
77,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/181571.wav
106,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/82030.wav
66,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/230114.wav
22,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/162832.wav
41,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/188233.wav
13,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/266352.wav
19,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/373993.wav
194,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/46700.wav
160,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/175382.wav
69,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/181565.wav
196,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/433652.wav
74,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/236571.wav
